ID_INVENTARIO_REPORTE,CLAVE_REP,PAIS,ENTIDAD_REGULADA,REGULADOR,SERIE,SUBSERIE,GRUPO,NOMBRE,SECCION,VERSION,PERIODO,DESCRIPCION,FECHA_ENTREGA,CARACTERISTICAS,REGULACION_REPORTE,FECHA_ALTA,FECHA_ACTUALIZADA,CLAVE_REPORTE_GENERAL,FECHA_REGULACION,VIGENTE
1548,MX_BD_DERIVADOS_OFF_01_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OFF,1,21,01-DIA,Futuros y Forwards - Seccion 1,Mismo día antes de las 17:30,,BX_C_4/12_3/12_108,2024-11-28 12:33:24.983,2024-11-28 12:33:24.983,MX_BD_DERIVADOS_OFF_01,,True
1549,MX_BD_DERIVADOS_OFF_02_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OFF,2,21,01-DIA,Futuros y Forwards - Seccion 2,Mismo día antes de las 17:30,,BX_C_4/12_3/12_108,2024-11-28 12:33:25.003,2024-11-28 12:33:25.003,MX_BD_DERIVADOS_OFF_02,,True
1550,MX_BD_DERIVADOS_OFF_03_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OFF,3,21,07-X-EVE,Futuros y Forwards - Seccion 3,Mismo día antes de las 17:30,,BX_C_4/12_3/12_108,2024-11-28 12:33:25.003,2024-11-28 12:33:25.003,MX_BD_DERIVADOS_OFF_03,,True
1551,MX_BD_DERIVADOS_OFF_04_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OFF,4,21,03-MENS,Futuros y Forwards Convalidaciones - Seccion 1,3 día hábil bancario después de fin de mes,,BX_C_4/12_3/12_108,2024-11-28 12:33:25.003,2024-11-28 12:33:25.003,MX_BD_DERIVADOS_OFF_04,,True
1552,MX_BD_DERIVADOS_OFF_05_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OFF,5,21,03-MENS,Futuros y Forwards Convalidaciones - Seccion 2,3 día hábil bancario después de fin de mes,,BX_C_4/12_3/12_108,2024-11-28 12:33:25.003,2024-11-28 12:33:25.003,MX_BD_DERIVADOS_OFF_05,,True
1628,MX_BD_DERIVADOS_OPTO_01_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,1,21,01-DIA,Opciones celebradas en mercados reconocidos,Mismo día antes de las 17:30,Se debe reportar operación por operación realizada en mercados reconocidos,BM_CIR_4/12,2024-11-28 12:33:25.240,2024-11-28 12:33:25.240,MX_BD_DERIVADOS_OPTO_01,,True
1629,MX_BD_DERIVADOS_OPTO_02_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,2,21,01-DIA,Opciones simples celebradas en mercados no reconocidos.,Mismo día antes de las 17:30,Se debe reportar operación por operación realizada en mercados no reconocidos (OTC),BM_CIR_4/12,2024-11-28 12:33:25.253,2024-11-28 12:33:25.253,MX_BD_DERIVADOS_OPTO_02,,True
1630,MX_BD_DERIVADOS_OPTO_02C_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,02C,21,01-DIA,Paquetes de Opciones celebrados en mercados no reconocidos,Mismo día antes de las 17:30,"Este complemento debe enviarse para cada “paquete de opciones” en los que al menos uno de sus “parámetros principales” se modifique en algún momento de su vigencia. De ser el caso, deberá enviarse el detalle de todos y cada uno de los posibles periodos de ejercicio que comprendan dicho paquete.",BM_CIR_4/12,2024-11-28 12:33:25.253,2024-11-28 12:33:25.253,MX_BD_DERIVADOS_OPTO_02C,,True
1631,MX_BD_DERIVADOS_OPTO_03_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,3,21,01-DIA,Operaciones con títulos opcionales (“Warrants”).,Mismo día antes de las 17:30,Se debe reportar operación por operación realizada en mercados no reconocidos por títulos opcionales también conocidos como Warrants,BM_CIR_4/12,2024-11-28 12:33:25.253,2024-11-28 12:33:25.253,MX_BD_DERIVADOS_OPTO_03,,True
1632,MX_BD_DERIVADOS_OPTO_04_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,4,21,07-X-EVE,Vencimientos anticipados o cesión de derechos de operaciones que fueron previamente reportadas en la sección II.,Mismo día antes de las 17:30,En esta sección se reporta por operación aquellos contratos que se venzan anticipadamente o aquellos contratos cuyos derechos fueron cedidos,BM_CIR_4/12,2024-11-28 12:33:25.253,2024-11-28 12:33:25.253,MX_BD_DERIVADOS_OPTO_04,,True
1633,MX_BD_DERIVADOS_OPTO_05_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,5,21,07-X-EVE,"Ejercicio de opciones que fueron previamente reportadas en las secciones I, II y III.",Mismo día antes de las 17:30,"En esta sección se reporta operacion por operacion el ejercicio que se tiene de las opciones de cualquiera de los 3 tipos (Mercados Reconocidos, OTC, Warrants)",BM_CIR_4/12,2024-11-28 12:33:25.253,2024-11-28 12:33:25.253,MX_BD_DERIVADOS_OPTO_05,,True
1634,MX_BD_DERIVADOS_OPTO_06_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,6,21,03-MENS,"Convalidación de las opciones vigentes a la fecha de corte, celebradas en mercados reconocidos.",Tercer día hábil despues del fin de mes antes de las 20:00,En esta sección se confirma ante banxico los contratos de opciones de mercados reconocidos que la institución tiene así como su valor actualizado (valuación),BM_CIR_4/12,2024-11-28 12:33:25.270,2024-11-28 12:33:25.270,MX_BD_DERIVADOS_OPTO_06,,True
1635,MX_BD_DERIVADOS_OPTO_07_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,7,21,03-MENS,"Convalidación de las opciones vigentes a la fecha de corte, celebradas en mercados no reconocidos.",Tercer día hábil despues del fin de mes antes de las 20:00,En esta sección se confirma ante banxico los contratos de opciones de mercados no reconocidos (OTC) que la institución tiene así como su valor actualizado (valuación),BM_CIR_4/12,2024-11-28 12:33:25.270,2024-11-28 12:33:25.270,MX_BD_DERIVADOS_OPTO_07,,True
1636,MX_BD_DERIVADOS_OPTO_08_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,8,21,03-MENS,"Convalidación de las operaciones vigentes a la fecha de corte, con títulos opcionales (“Warrants”).",Tercer día hábil despues del fin de mes antes de las 20:00,En esta sección se confirma ante banxico los contratos de Títulos opcionales (Warrants) que la institución tiene así como su valor actualizado (valuación),BM_CIR_4/12,2024-11-28 12:33:25.270,2024-11-28 12:33:25.270,MX_BD_DERIVADOS_OPTO_08,,True
1637,MX_BD_DERIVADOS_OPTO_09_22,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,9,22,01-DIA,"Complemento de operaciones de opcioÓn con estructuras exoÓticas, asiÓ como las operaciones de opcioÓn en “operaciones estructuradas” o “paquetes de derivados”, celebradas en mercados no reconocidos",Tercer día hábil despues del fin de mes antes de las 20:00,"Complemento de operaciones de opcioÓn con estructuras exoÓticas, asiÓ como las operaciones de opcioÓn en “operaciones estructuradas” o “paquetes de derivados”, celebradas en mercados no reconocidos",BM_CIR_4/12,2024-11-28 12:33:25.270,2024-11-28 12:33:25.270,MX_BD_DERIVADOS_OPTO_09,,True
1638,MX_BD_DERIVADOS_OPTO_10_22,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,10,22,03-MENS,"ConvalidacioÓn de las opciones vigentes a la fecha de corte, de operaciones que fueron previamente reportadas en la SeccioÓn IX",Tercer día hábil despues del fin de mes antes de las 20:00,"ConvalidacioÓn de las opciones vigentes a la fecha de corte, de operaciones que fueron previamente reportadas en la SeccioÓn IX",BM_CIR_4/12,2024-11-28 12:33:25.270,2024-11-28 12:33:25.270,MX_BD_DERIVADOS_OPTO_10,,True
1639,MX_BD_DERIVADOS_OPTO_11_22,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,11,22,03-MENS,InformacioÓn sobre las “Canastas” subyacentes en opciones celebradas en mercados no reconocidos,Tercer día hábil despues del fin de mes antes de las 20:00,InformacioÓn sobre las “Canastas” subyacentes en opciones celebradas en mercados no reconocidos,BM_CIR_4/12,2024-11-28 12:33:25.287,2024-11-28 12:33:25.287,MX_BD_DERIVADOS_OPTO_11,,True
1640,MX_BD_DERIVADOS_OPTO_12_22,MX,BD,Banxico,DERIVADOS,,DERIVADOS,OPTO,12,22,03-MENS,InformacioÓn sobre Curvas de Sensibilidad y factores de riesgo en opciones celebradas en mercados no reconocidos,Tercer día hábil despues del fin de mes antes de las 20:00,InformacioÓn sobre Curvas de Sensibilidad y factores de riesgo en opciones celebradas en mercados no reconocidos,BM_CIR_4/12,2024-11-28 12:33:25.287,2024-11-28 12:33:25.287,MX_BD_DERIVADOS_OPTO_12,,True
1672,MX_BD_DERIVADOS_SWAPS_01_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,1,21,01-DIA,Intercambio de flujos y rendimientos,,,,2024-11-28 12:33:25.387,2024-11-28 12:33:25.387,MX_BD_DERIVADOS_SWAPS_01,,True
1673,MX_BD_DERIVADOS_SWAPS_02_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,2,21,01-DIA,Seccion II,,,,2024-11-28 12:33:25.387,2024-11-28 12:33:25.387,MX_BD_DERIVADOS_SWAPS_02,,True
1676,MX_BD_DERIVADOS_SWAPS_02_EXT_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,02_EXT,21,01-DIA,Seccion II Extension,,,,2024-11-28 12:33:25.403,2024-11-28 12:33:25.403,MX_BD_DERIVADOS_SWAPS_02_EXT,,True
1677,MX_BD_DERIVADOS_SWAPS_02_EXT_M_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,02_EXT_M,21,01-DIA,Seccion II Extension Modificaciones,,,,2024-11-28 12:33:25.403,2024-11-28 12:33:25.403,MX_BD_DERIVADOS_SWAPS_02_EXT_M,,True
1678,MX_BD_DERIVADOS_SWAPS_02_M_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,02_M,21,01-DIA,Seccion II Complemento Modificaciones,,,,2024-11-28 12:33:25.403,2024-11-28 12:33:25.403,MX_BD_DERIVADOS_SWAPS_02_M,,True
1674,MX_BD_DERIVADOS_SWAPS_02C_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,02C,21,01-DIA,Seccion II Complemento,,,,2024-11-28 12:33:25.403,2024-11-28 12:33:25.403,MX_BD_DERIVADOS_SWAPS_02C,,True
1675,MX_BD_DERIVADOS_SWAPS_02C_M_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,02C_M,21,01-DIA,Seccion II Modificaciones,,,,2024-11-28 12:33:25.403,2024-11-28 12:33:25.403,MX_BD_DERIVADOS_SWAPS_02C_M,,True
1679,MX_BD_DERIVADOS_SWAPS_03_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,3,21,01-DIA,Seccion III,,,,2024-11-28 12:33:25.417,2024-11-28 12:33:25.417,MX_BD_DERIVADOS_SWAPS_03,,True
1682,MX_BD_DERIVADOS_SWAPS_03_EXT_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,03_EXT,21,01-DIA,Seccion III Extension,,,,2024-11-28 12:33:25.417,2024-11-28 12:33:25.417,MX_BD_DERIVADOS_SWAPS_03_EXT,,True
1683,MX_BD_DERIVADOS_SWAPS_03_EXT_M_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,03_EXT_M,21,01-DIA,Seccion III Extension Modificaciones,,,,2024-11-28 12:33:25.417,2024-11-28 12:33:25.417,MX_BD_DERIVADOS_SWAPS_03_EXT_M,,True
1684,MX_BD_DERIVADOS_SWAPS_03_M_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,03_M,21,01-DIA,Seccion III Modificaciones,,,,2024-11-28 12:33:25.433,2024-11-28 12:33:25.433,MX_BD_DERIVADOS_SWAPS_03_M,,True
1680,MX_BD_DERIVADOS_SWAPS_03C_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,03C,21,01-DIA,Seccion III Complemento,,,,2024-11-28 12:33:25.417,2024-11-28 12:33:25.417,MX_BD_DERIVADOS_SWAPS_03C,,True
1681,MX_BD_DERIVADOS_SWAPS_03C_M_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,03C_M,21,01-DIA,Seccion III Complemento Modificaciones,,,,2024-11-28 12:33:25.417,2024-11-28 12:33:25.417,MX_BD_DERIVADOS_SWAPS_03C_M,,True
1685,MX_BD_DERIVADOS_SWAPS_04_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,4,21,01-DIA,Intercambio de flujos y rendimientos,,,,2024-11-28 12:33:25.433,2024-11-28 12:33:25.433,MX_BD_DERIVADOS_SWAPS_04,,True
1686,MX_BD_DERIVADOS_SWAPS_04C_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,04C,21,01-DIA,Intercambio de flujos y rendimientos,,,,2024-11-28 12:33:25.433,2024-11-28 12:33:25.433,MX_BD_DERIVADOS_SWAPS_04C,,True
1687,MX_BD_DERIVADOS_SWAPS_05_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,5,21,01-DIA,Intercambio de flujos y rendimientos,,,,2024-11-28 12:33:25.433,2024-11-28 12:33:25.433,MX_BD_DERIVADOS_SWAPS_05,,True
1688,MX_BD_DERIVADOS_SWAPS_06_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,6,21,01-DIA,Intercambio de flujos y rendimientos,,,,2024-11-28 12:33:25.433,2024-11-28 12:33:25.433,MX_BD_DERIVADOS_SWAPS_06,,True
1689,MX_BD_DERIVADOS_SWAPS_07_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,7,21,03-MENS,Intercambio de Flujos y Rendimientos y convalidaciones,,,,2024-11-28 12:33:25.447,2024-11-28 12:33:25.447,MX_BD_DERIVADOS_SWAPS_07,,True
1690,MX_BD_DERIVADOS_SWAPS_08_21,MX,BD,Banxico,DERIVADOS,,DERIVADOS,SWAPS,8,21,03-MENS,Intercambio de Flujos y Rendimientos y convalidaciones,,,,2024-11-28 12:33:25.447,2024-11-28 12:33:25.447,MX_BD_DERIVADOS_SWAPS_08,,True
1570,MX_BD_LIQUIDEZ_CFEN_01_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,CFEN,1,22,03-MENS,Financiamiento Estable Disponible,dentro de los dieciséis días hábiles posteriores al día que se esté reportando.,En esta sección se reportan los activos que se tienen que cubrir con fondeo,BX_CIR_3/12_VII,2024-11-28 12:33:25.067,2024-11-28 12:33:25.067,MX_BD_LIQUIDEZ_CFEN_01,,True
1571,MX_BD_LIQUIDEZ_CFEN_02_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,CFEN,2,22,03-MENS,Financiamiento Estable Requerido,dentro de los dieciséis días hábiles posteriores al día que se esté reportando.,En esta seccion se reporta el fondeo disponible para cubrir las operaciones activas de la institución,BX_CIR_3/12_VII,2024-11-28 12:33:25.067,2024-11-28 12:33:25.067,MX_BD_LIQUIDEZ_CFEN_02,,True
1572,MX_BD_LIQUIDEZ_CFEN_03_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,CFEN,3,22,03-MENS,Consolidación CFEN,dentro de los dieciséis días hábiles posteriores al día que se esté reportando.,En esta seccion se reporta el fondeo disponible para cubrir las operaciones activas de la institución,BX_CIR_3/12_VII,2024-11-28 12:33:25.067,2024-11-28 12:33:25.067,MX_BD_LIQUIDEZ_CFEN_03,,True
1573,MX_BD_LIQUIDEZ_CFEN_04_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,CFEN,4,22,03-MENS,Computo CFEN,dentro de los dieciséis días hábiles posteriores al día que se esté reportando.,En esta seccion se reporta el fondeo disponible para cubrir las operaciones activas de la institución,BX_CIR_3/12_VII,2024-11-28 12:33:25.067,2024-11-28 12:33:25.067,MX_BD_LIQUIDEZ_CFEN_04,,True
1713,MX_BD_LIQUIDEZ_GL_01_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,GL,1,22,09-CUATRI,Identificación de necesidades de liquidez,vigesimo quinto día habil posterior al cierre del cuatrimestre,,,2024-11-28 12:33:25.503,2024-11-28 12:33:25.503,MX_BD_LIQUIDEZ_GL_01,,True
1714,MX_BD_LIQUIDEZ_GL_2A_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,GL,2A,22,09-CUATRI,Cartera de Valores,vigesimo quinto día habil posterior al cierre del cuatrimestre,,,2024-11-28 12:33:25.520,2024-11-28 12:33:25.520,MX_BD_LIQUIDEZ_GL_2A,,True
1715,MX_BD_LIQUIDEZ_GL_2B_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,GL,2B,22,09-CUATRI,Cartera de Crédito,vigesimo quinto día habil posterior al cierre del cuatrimestre,,,2024-11-28 12:33:25.520,2024-11-28 12:33:25.520,MX_BD_LIQUIDEZ_GL_2B,,True
1716,MX_BD_LIQUIDEZ_GL_2C_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,GL,2C,22,09-CUATRI,Acciones,vigesimo quinto día habil posterior al cierre del cuatrimestre,,,2024-11-28 12:33:25.520,2024-11-28 12:33:25.520,MX_BD_LIQUIDEZ_GL_2C,,True
1717,MX_BD_LIQUIDEZ_GL_2D_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,GL,2D,22,09-CUATRI,Inmuebles,vigesimo quinto día habil posterior al cierre del cuatrimestre,,,2024-11-28 12:33:25.520,2024-11-28 12:33:25.520,MX_BD_LIQUIDEZ_GL_2D,,True
1718,MX_BD_LIQUIDEZ_GL_2E_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,GL,2E,22,09-CUATRI,Calificaciones otorgadas por instituciones calificadoras,vigesimo quinto día habil posterior al cierre del cuatrimestre,,,2024-11-28 12:33:25.520,2024-11-28 12:33:25.520,MX_BD_LIQUIDEZ_GL_2E,,True
1705,MX_BD_LIQUIDEZ_LID_S1_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,LID,S1,22,01-DIA,Liquidez Intradía obligaciones de pago al inicio del día,1 día hábil bancario antes de las 9 am,,BX1_CIR_3/12,2024-11-28 12:33:25.490,2024-11-28 12:33:25.490,MX_BD_LIQUIDEZ_LID_S1,,True
1706,MX_BD_LIQUIDEZ_LID_S2_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,LID,S2,22,03-MENS,3 compromisos de pago más grandes y el total de obligaciones de pago del día,,,BX1_CIR_3/12,2024-11-28 12:33:25.490,2024-11-28 12:33:25.490,MX_BD_LIQUIDEZ_LID_S2,,True
1707,MX_BD_LIQUIDEZ_LID_S3_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,LID,S3,22,03-MENS,Pagos que se retrasaron en ser liquidados o quedaron pendientes de liquidarse,,,BX1_CIR_3/12,2024-11-28 12:33:25.490,2024-11-28 12:33:25.490,MX_BD_LIQUIDEZ_LID_S3,,True
1708,MX_BD_LIQUIDEZ_LID_S4_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,LID,S4,22,03-MENS,pagos que se realizan a nombre de otra institucion financiera (corresponsalía),,,BX1_CIR_3/12,2024-11-28 12:33:25.490,2024-11-28 12:33:25.490,MX_BD_LIQUIDEZ_LID_S4,,True
1709,MX_BD_LIQUIDEZ_LID_S5_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,LID,S5,22,03-MENS,líneas de crédito intradía otorgadas a terceros por la institución,,,BX1_CIR_3/12,2024-11-28 12:33:25.503,2024-11-28 12:33:25.503,MX_BD_LIQUIDEZ_LID_S5,,True
1710,MX_BD_LIQUIDEZ_LID_S6_22,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,LID,S6,22,03-MENS,"líneas de crédito que se dieron de alta, modificaron y se dieron de baja durante el mes",,,BX1_CIR_3/12,2024-11-28 12:33:25.503,2024-11-28 12:33:25.503,MX_BD_LIQUIDEZ_LID_S6,,True
1609,MX_BD_LIQUIDEZ_OD_01_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,1,21,05-TRIM,Operaciones con Dólares Sección 1,,,,2024-11-28 12:33:25.193,2024-11-28 12:33:25.193,MX_BD_LIQUIDEZ_OD_01,,True
1610,MX_BD_LIQUIDEZ_OD_02_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,2,21,05-TRIM,Operaciones con Dólares Sección 2,,,,2024-11-28 12:33:25.193,2024-11-28 12:33:25.193,MX_BD_LIQUIDEZ_OD_02,,True
1611,MX_BD_LIQUIDEZ_OD_03_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,3,21,05-TRIM,Operaciones con Dólares Sección 3,,,,2024-11-28 12:33:25.193,2024-11-28 12:33:25.193,MX_BD_LIQUIDEZ_OD_03,,True
1612,MX_BD_LIQUIDEZ_OD_04_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,4,21,05-TRIM,Operaciones con Dólares Sección 4,,,,2024-11-28 12:33:25.193,2024-11-28 12:33:25.193,MX_BD_LIQUIDEZ_OD_04,,True
1613,MX_BD_LIQUIDEZ_OD_05_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,5,21,05-TRIM,Operaciones con Dólares Sección 5,,,,2024-11-28 12:33:25.193,2024-11-28 12:33:25.193,MX_BD_LIQUIDEZ_OD_05,,True
1614,MX_BD_LIQUIDEZ_OD_06_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,6,21,05-TRIM,Operaciones con Dólares Sección 6,,,,2024-11-28 12:33:25.210,2024-11-28 12:33:25.210,MX_BD_LIQUIDEZ_OD_06,,True
1615,MX_BD_LIQUIDEZ_OD_07_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,7,21,05-TRIM,Operaciones con Dólares Sección 7,,,,2024-11-28 12:33:25.210,2024-11-28 12:33:25.210,MX_BD_LIQUIDEZ_OD_07,,True
1616,MX_BD_LIQUIDEZ_OD_08_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,8,21,05-TRIM,Operaciones con Dólares Sección 8,,,,2024-11-28 12:33:25.210,2024-11-28 12:33:25.210,MX_BD_LIQUIDEZ_OD_08,,True
1617,MX_BD_LIQUIDEZ_OD_09_20,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,9,20,05-TRIM,Operaciones con Dólares Sección 8,,,,2024-11-28 12:33:25.210,2024-11-28 12:33:25.210,MX_BD_LIQUIDEZ_OD_09,,True
1618,MX_BD_LIQUIDEZ_OD_20_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,20,21,03-MENS,Operaciones con Dólares Sección 20,,,,2024-11-28 12:33:25.210,2024-11-28 12:33:25.210,MX_BD_LIQUIDEZ_OD_20,,True
1619,MX_BD_LIQUIDEZ_OD_25_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,25,21,03-MENS,Operaciones con Dólares Sección 25,,,,2024-11-28 12:33:25.223,2024-11-28 12:33:25.223,MX_BD_LIQUIDEZ_OD_25,,True
1620,MX_BD_LIQUIDEZ_OD_31_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,31,21,03-MENS,Operaciones con Dólares Sección 31,,,,2024-11-28 12:33:25.223,2024-11-28 12:33:25.223,MX_BD_LIQUIDEZ_OD_31,,True
1621,MX_BD_LIQUIDEZ_OD_32_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OD,32,21,03-MENS,Operaciones con Dólares Sección 32,,,,2024-11-28 12:33:25.223,2024-11-28 12:33:25.223,MX_BD_LIQUIDEZ_OD_32,,True
1622,MX_BD_LIQUIDEZ_OEMN_01_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OEMN,1,21,03-MENS,Operaciones en Moneda Nacional Sección 1,,,,2024-11-28 12:33:25.223,2024-11-28 12:33:25.223,MX_BD_LIQUIDEZ_OEMN_01,,True
1623,MX_BD_LIQUIDEZ_OEMN_02_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OEMN,2,21,03-MENS,Operaciones en Moneda Nacional Sección 2,,,,2024-11-28 12:33:25.223,2024-11-28 12:33:25.223,MX_BD_LIQUIDEZ_OEMN_02,,True
1624,MX_BD_LIQUIDEZ_OEMN_03_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OEMN,3,21,03-MENS,Operaciones en Moneda Nacional Sección 3,,,,2024-11-28 12:33:25.240,2024-11-28 12:33:25.240,MX_BD_LIQUIDEZ_OEMN_03,,True
1625,MX_BD_LIQUIDEZ_OEMN_04_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OEMN,4,21,03-MENS,Operaciones en Moneda Nacional Sección 4,,,,2024-11-28 12:33:25.240,2024-11-28 12:33:25.240,MX_BD_LIQUIDEZ_OEMN_04,,True
1626,MX_BD_LIQUIDEZ_OEMN_05_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OEMN,5,21,03-MENS,Operaciones en Moneda Nacional Sección 5,,,,2024-11-28 12:33:25.240,2024-11-28 12:33:25.240,MX_BD_LIQUIDEZ_OEMN_05,,True
1627,MX_BD_LIQUIDEZ_OEMN_06_21,MX,BD,Banxico,LIQUIDEZ,,LIQUIDEZ,OEMN,6,21,03-MENS,Operaciones en Moneda Nacional Sección 6,,,,2024-11-28 12:33:25.240,2024-11-28 12:33:25.240,MX_BD_LIQUIDEZ_OEMN_06,,True
1595,MX_BD_MERCADOS_CVT_IN_21,MX,BD,Banxico,MERCADOS,,MERCADOS,CVT,IN,21,01-DIA,Compra Venta de Títulos de Deuda,1 día hábil bancario inmediato siguiente antes de las 9:00 am,Presenta las operaciones de forma detallada al día que se concertan para la sección aplicable,BX1_CIR_3/12,2024-11-28 12:33:25.133,2024-11-28 12:33:25.133,MX_BD_MERCADOS_CVT_IN,,True
1596,MX_BD_MERCADOS_CVT_ME_21,MX,BD,Banxico,MERCADOS,,MERCADOS,CVT,ME,21,01-DIA,Compra Venta de Títulos de Deuda,1 día hábil bancario inmediato siguiente antes de las 9:00 am,Presenta las operaciones de forma detallada al día que se concertan para la sección aplicable,BX1_CIR_3/12,2024-11-28 12:33:25.133,2024-11-28 12:33:25.133,MX_BD_MERCADOS_CVT_ME,,True
1597,MX_BD_MERCADOS_CVT_MN_21,MX,BD,Banxico,MERCADOS,,MERCADOS,CVT,MN,21,01-DIA,Compra Venta de Títulos de Deuda,1 día hábil bancario inmediato siguiente antes de las 9:00 am,Presenta las operaciones de forma detallada al día que se concertan para la sección aplicable,BX1_CIR_3/12,2024-11-28 12:33:25.133,2024-11-28 12:33:25.133,MX_BD_MERCADOS_CVT_MN,,True
1598,MX_BD_MERCADOS_CVT_TR_21,MX,BD,Banxico,MERCADOS,,MERCADOS,CVT,TR,21,01-DIA,Compra Venta de Títulos de Deuda,1 día hábil bancario inmediato siguiente antes de las 9:00 am,Presenta las operaciones de forma detallada al día que se concertan para la sección aplicable,BX1_CIR_3/12,2024-11-28 12:33:25.133,2024-11-28 12:33:25.133,MX_BD_MERCADOS_CVT_TR,,True
1599,MX_BD_MERCADOS_CVT_TRP_21,MX,BD,Banxico,MERCADOS,,MERCADOS,CVT,TRP,21,01-DIA,Compra Venta de Títulos de Deuda,1 día hábil bancario inmediato siguiente antes de las 9:00 am,Presenta las operaciones de forma detallada al día que se concertan para la sección aplicable,BX1_CIR_3/12,2024-11-28 12:33:25.150,2024-11-28 12:33:25.150,MX_BD_MERCADOS_CVT_TRP,,True
